id,description,md5,extended,sample,behavior,accuracy,foxdog,hexdigits,lorem,punctuation,zebra
1,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then convert the string s to lowercase,d3c8784cd5ed3a95b94f93c01612245f,True,0,Success,1.0,th!quick!brown!fox!jumps!ovr!a!lazy!dog!,0123456789abcdfabcdef,"lorm!ipsum!dolor!sit!amt,!conscttur!adipiscing!lit,!sd!do!iusmod!tmpor!incididunt!ut!labor!t!dolor!magna!aliqua.!ut!nim!ad!minim!vniam,!quis!nostrud!xrcitation!ullamco!laboris!nisi!ut!aliquip!x!a!commodo!consquat.!duis!aut!irur!dolor!in!rprhndrit!in!voluptat!vlit!ss!cillum!dolor!u!fugiat!nulla!pariatur.!excptur!sint!occacat!cupidatat!non!proidnt,!sunt!in!culpa!qui!officia!dsrunt!mollit!anim!id!st!laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",how!quickly!daft!jumping!zbras!vx!
1,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then convert the string s to lowercase,d3c8784cd5ed3a95b94f93c01612245f,False,0,Success,1.0,th!quick!brown!fox!jumps!ovr!a!lazy!dog!,0123456789abcdfabcdef,"lorm!ipsum!dolor!sit!amt,!conscttur!adipiscing!lit,!sd!do!iusmod!tmpor!incididunt!ut!labor!t!dolor!magna!aliqua.!ut!nim!ad!minim!vniam,!quis!nostrud!xrcitation!ullamco!laboris!nisi!ut!aliquip!x!a!commodo!consquat.!duis!aut!irur!dolor!in!rprhndrit!in!voluptat!vlit!ss!cillum!dolor!u!fugiat!nulla!pariatur.!excptur!sint!occacat!cupidatat!non!proidnt,!sunt!in!culpa!qui!officia!dsrunt!mollit!anim!id!st!laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",how!quickly!daft!jumping!zbras!vx!
2,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove the first and last two characters of the string,fd12ec9239a96831a3e79488ee36af51,True,0,Success,1.0,!quick!brown!fox!jumps!ovr!a!lazy!do,23456789abcdfABCD,"rm!ipsum!dolor!sit!amt,!conscttur!adipiscing!lit,!sd!do!iusmod!tmpor!incididunt!ut!labor!t!dolor!magna!aliqua.!Ut!nim!ad!minim!vniam,!quis!nostrud!xrcitation!ullamco!laboris!nisi!ut!aliquip!x!a!commodo!consquat.!Duis!aut!irur!dolor!in!rprhndrit!in!voluptat!vlit!ss!cillum!dolor!u!fugiat!nulla!pariatur.!Excptur!sint!occacat!cupidatat!non!proidnt,!sunt!in!culpa!qui!officia!dsrunt!mollit!anim!id!st!laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w!quickly!daft!jumping!zbras!v
2,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove the first and last two characters of the string,fd12ec9239a96831a3e79488ee36af51,False,0,Success,0.0,Th quick brown fox jumps ovr a lazy dog!,0123456789abcdfABCDEF,"Lorm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua. Ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo consquat. Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur. Excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",How quickly daft jumping zbras vx!
3,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove every third character from the string,52212c14495c9ba57e0da6f6019d1343,True,0,Success,0.0,Th quick brown fox jumps ovr a lazy dog!,0123456789abcdfABCDEF,"Lorm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua. Ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo consquat. Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur. Excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",How quickly daft jumping zbras vx!
3,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove every third character from the string,52212c14495c9ba57e0da6f6019d1343,False,0,Success,0.0,Th quick brown fox jumps ovr a lazy dog!,0123456789abcdfABCDEF,"Lorm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua. Ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo consquat. Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur. Excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",How quickly daft jumping zbras vx!
4,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then drop the last half of the string, as computed by characters",c639e249a87158739e199acbb18e1e0e,True,0,Success,1.0,Th!quick!brown!fox!j,0123456789,"Lorm!ipsum!dolor!sit!amt,!conscttur!adipiscing!lit,!sd!do!iusmod!tmpor!incididunt!ut!labor!t!dolor!magna!aliqua.!Ut!nim!ad!minim!vniam,!quis!nostrud!xrcitation!ullamco!laboris!nisi!ut!aliquip!x!a!commodo!","!""#$%&'()*+,-./:",How!quickly!daft!
4,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then drop the last half of the string, as computed by characters",c639e249a87158739e199acbb18e1e0e,False,0,Success,1.0,Th!quick!brown!fox!j,0123456789,"Lorm!ipsum!dolor!sit!amt,!conscttur!adipiscing!lit,!sd!do!iusmod!tmpor!incididunt!ut!labor!t!dolor!magna!aliqua.!Ut!nim!ad!minim!vniam,!quis!nostrud!xrcitation!ullamco!laboris!nisi!ut!aliquip!x!a!commodo!","!""#$%&'()*+,-./:",How!quickly!daft!
5,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then reverse the order of words in the string,a700c3044b70c3bd90c92a36ab4af837,True,0,Success,1.0,Th!quick!brown!fox!jumps!ovr!a!lazy!dog!,0123456789abcdfABCDEF,"Lorm!ipsum!dolor!sit!amt,!conscttur!adipiscing!lit,!sd!do!iusmod!tmpor!incididunt!ut!labor!t!dolor!magna!aliqua.!Ut!nim!ad!minim!vniam,!quis!nostrud!xrcitation!ullamco!laboris!nisi!ut!aliquip!x!a!commodo!consquat.!Duis!aut!irur!dolor!in!rprhndrit!in!voluptat!vlit!ss!cillum!dolor!u!fugiat!nulla!pariatur.!Excptur!sint!occacat!cupidatat!non!proidnt,!sunt!in!culpa!qui!officia!dsrunt!mollit!anim!id!st!laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",How!quickly!daft!jumping!zbras!vx!
5,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then reverse the order of words in the string,a700c3044b70c3bd90c92a36ab4af837,False,0,Success,0.4,Th quick brown fox jumps ovr a lazy dog!,0123456789abcdfABCDEF,"Lorm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua. Ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo consquat. Duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur. Excptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",How quickly daft jumping zbras vx!
