id,description,code,md5,foxdog,hexdigits,lorem,punctuation,zebra
1,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then convert the string s to lowercase,d3c8784cd5ed3a95b94f93c01612245f,Default,0,SyntaxError,0,,,,,
1,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then convert the string s to lowercase,d3c8784cd5ed3a95b94f93c01612245f,Least-to-Most,0,SyntaxError,0,,,,,
2,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove the first and last two characters of the string,fd12ec9239a96831a3e79488ee36af51,Default,0,SyntaxError,0,,,,,
2,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove the first and last two characters of the string,fd12ec9239a96831a3e79488ee36af51,Least-to-Most,0,SyntaxError,0,,,,,
3,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove every third character from the string,52212c14495c9ba57e0da6f6019d1343,Default,0,SyntaxError,0,,,,,
3,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then remove every third character from the string,52212c14495c9ba57e0da6f6019d1343,Least-to-Most,0,SyntaxError,0,,,,,
4,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then drop the last half of the string, as computed by characters",c639e249a87158739e199acbb18e1e0e,Default,0,SyntaxError,0,,,,,
4,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then drop the last half of the string, as computed by characters",c639e249a87158739e199acbb18e1e0e,Least-to-Most,0,SyntaxError,0,,,,,
5,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then reverse the order of words in the string,a700c3044b70c3bd90c92a36ab4af837,Default,0,SyntaxError,0,,,,,
5,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then reverse the order of words in the string,a700c3044b70c3bd90c92a36ab4af837,Least-to-Most,0,SyntaxError,0,,,,,
6,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then add the word apples after every word in the string,b0ae2c44b1a8c501288716fa96d56866,Default,0,SyntaxError,0,,,,,
6,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then add the word apples after every word in the string,b0ae2c44b1a8c501288716fa96d56866,Least-to-Most,0,SyntaxError,0,,,,,
7,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase,f064ea0497397edaf3cb9368c7a9ea3e,Default,0,SyntaxError,0,,,,,
7,remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then make every other character in the string uppercase,f064ea0497397edaf3cb9368c7a9ea3e,Least-to-Most,0,SyntaxError,0,,,,,
8,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string",a87078f00a5b5760de6cb0292040ce11,Default,0,SyntaxError,0,,,,,
8,"remove all instances of the letter e from the string then replace all spaces with exclamation points in the string then delete all excamation points, question marks, and periods from the string",a87078f00a5b5760de6cb0292040ce11,Least-to-Most,0,SyntaxError,0,,,,,
9,remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string,6ab96192d80883e7355e3098d964c9d3,Default,0,SyntaxError,0,,,,,
9,remove all instances of the letter e from the string then convert the string s to lowercase then remove the first and last two characters of the string,6ab96192d80883e7355e3098d964c9d3,Least-to-Most,0,SyntaxError,0,,,,,
10,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string,8d7652d9dd5e2e83146e172469ffe71c,Default,0,SyntaxError,0,,,,,
10,remove all instances of the letter e from the string then convert the string s to lowercase then remove every third character from the string,8d7652d9dd5e2e83146e172469ffe71c,Least-to-Most,0,SyntaxError,0,,,,,
11,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters",5921499d32a88b53e32036beb496889f,Default,0,SyntaxError,0,,,,,
11,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the last half of the string, as computed by characters",5921499d32a88b53e32036beb496889f,Least-to-Most,0,SyntaxError,0,,,,,
12,remove all instances of the letter e from the string then convert the string s to lowercase then replace spaces with triple spaces,27955d429cf08ae2d9289813b30828fc,Default,0,SyntaxError,0,,,,,
12,remove all instances of the letter e from the string then convert the string s to lowercase then replace spaces with triple spaces,27955d429cf08ae2d9289813b30828fc,Least-to-Most,0,SyntaxError,0,,,,,
13,remove all instances of the letter e from the string then convert the string s to lowercase then reverse the order of words in the string,954c137822d5f1853aca05892f9f1505,Default,0,SyntaxError,0,,,,,
13,remove all instances of the letter e from the string then convert the string s to lowercase then reverse the order of words in the string,954c137822d5f1853aca05892f9f1505,Least-to-Most,0,SyntaxError,0,,,,,
14,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the first half of the string, as computed by number of words",2f7e1b7a5fa985962db8c08c469f7f48,Default,0,SyntaxError,0,,,,,
14,"remove all instances of the letter e from the string then convert the string s to lowercase then drop the first half of the string, as computed by number of words",2f7e1b7a5fa985962db8c08c469f7f48,Least-to-Most,0,SyntaxError,0,,,,,
15,remove all instances of the letter e from the string then convert the string s to lowercase then add the word apples after every word in the string,bb6c34acd08bdb2135f921c22fe3a1d6,Default,0,SyntaxError,0,,,,,
15,remove all instances of the letter e from the string then convert the string s to lowercase then add the word apples after every word in the string,bb6c34acd08bdb2135f921c22fe3a1d6,Least-to-Most,0,SyntaxError,0,,,,,
16,remove all instances of the letter e from the string then convert the string s to lowercase then make every other character in the string uppercase,5cb011a2cef872984f4e3bc37320dcb6,Default,0,SyntaxError,0,,,,,
16,remove all instances of the letter e from the string then convert the string s to lowercase then make every other character in the string uppercase,5cb011a2cef872984f4e3bc37320dcb6,Least-to-Most,0,SyntaxError,0,,,,,
17,"remove all instances of the letter e from the string then convert the string s to lowercase then delete all excamation points, question marks, and periods from the string",7aaeb6fbf059279cff695fb1ca09f02b,Default,0,SyntaxError,0,,,,,
17,"remove all instances of the letter e from the string then convert the string s to lowercase then delete all excamation points, question marks, and periods from the string",7aaeb6fbf059279cff695fb1ca09f02b,Least-to-Most,0,SyntaxError,0,,,,,
18,remove all instances of the letter e from the string then remove the first and last two characters of the string then remove every third character from the string,ce65fc072f0cd40bbc0fe4b258570bf3,Default,0,SyntaxError,0,,,,,
18,remove all instances of the letter e from the string then remove the first and last two characters of the string then remove every third character from the string,ce65fc072f0cd40bbc0fe4b258570bf3,Least-to-Most,0,SyntaxError,0,,,,,
19,"remove all instances of the letter e from the string then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",f7f1b75506c97a173a87ef8eac814363,Default,0,SyntaxError,0,,,,,
19,"remove all instances of the letter e from the string then remove the first and last two characters of the string then drop the last half of the string, as computed by characters",f7f1b75506c97a173a87ef8eac814363,Least-to-Most,0,SyntaxError,0,,,,,
20,remove all instances of the letter e from the string then remove the first and last two characters of the string then replace spaces with triple spaces,c8455efa0530e6b3fc37697907c8a81c,Default,0,SyntaxError,0,,,,,
20,remove all instances of the letter e from the string then remove the first and last two characters of the string then replace spaces with triple spaces,c8455efa0530e6b3fc37697907c8a81c,Least-to-Most,0,SyntaxError,0,,,,,
21,remove all instances of the letter e from the string then remove the first and last two characters of the string then reverse the order of words in the string,c245d2a770580f0f9e4d8b339dd86567,Default,0,SyntaxError,0,,,,,
21,remove all instances of the letter e from the string then remove the first and last two characters of the string then reverse the order of words in the string,c245d2a770580f0f9e4d8b339dd86567,Least-to-Most,0,SyntaxError,0,,,,,
22,"remove all instances of the letter e from the string then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",94545cd40639b027b7f3f3a6dcce1980,Default,0,SyntaxError,0,,,,,
22,"remove all instances of the letter e from the string then remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",94545cd40639b027b7f3f3a6dcce1980,Least-to-Most,0,SyntaxError,0,,,,,
23,remove all instances of the letter e from the string then remove the first and last two characters of the string then add the word apples after every word in the string,6798b06503a8cf301766c9d76fd48e8a,Default,0,SyntaxError,0,,,,,
23,remove all instances of the letter e from the string then remove the first and last two characters of the string then add the word apples after every word in the string,6798b06503a8cf301766c9d76fd48e8a,Least-to-Most,0,SyntaxError,0,,,,,
24,remove all instances of the letter e from the string then remove the first and last two characters of the string then make every other character in the string uppercase,bb0222a82220135058b533e8dc9379b7,Default,0,SyntaxError,0,,,,,
24,remove all instances of the letter e from the string then remove the first and last two characters of the string then make every other character in the string uppercase,bb0222a82220135058b533e8dc9379b7,Least-to-Most,0,SyntaxError,0,,,,,
25,"remove all instances of the letter e from the string then remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",ecf13bd2b6cc10eb34076bd409cfb571,Default,0,SyntaxError,0,,,,,
25,"remove all instances of the letter e from the string then remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",ecf13bd2b6cc10eb34076bd409cfb571,Least-to-Most,0,SyntaxError,0,,,,,
